mes,numero,dia_semana,dia_num,nombre_cliente,apellido_cliente,agencia,tipo_pasapalo,cantidad,costo_unitario,precio_por_pasapalo,total_a_pagar,ubicacion_agencia,mantenimiento_agencia
febrero,8376,jueves,11,Samantha,Gonzalez,el cielo,5,90,1.23,1.96,176.4,valencia,619
febrero,9499,miercoles,28,Isabella,Rodriguez,el cielo,3,65,1.69,4.74,308.1,caracas,619
enero,8343,jueves,2,Lucas,Rodriguez,el cielo,2,21,0.83,3.38,70.98,cucuta,680
marzo,8718,viernes,16,Pedro,Jimenez,el cielo,7,55,0.52,4.78,262.9,cucuta,618
febrero,9184,viernes,28,Isabella,Torres,el cielo,5,72,1.23,1.96,141.12,valencia,619
enero,6023,domingo,13,Lucas,Martinez,el cielo,3,68,1.69,4.74,322.32,san cristobal,680
febrero,9728,viernes,21,Juan,Jimenez,el cielo,4,69,1.8,4.88,336.72,san cristobal,619
enero,1757,lunes,27,Miguel,Martinez,el cielo,4,23,1.8,4.88,112.24,cucuta,680
febrero,4712,miercoles,16,Pedro,Gonzalez,el cielo,2,77,0.83,3.38,260.26,caracas,619
marzo,7955,sabado,23,Pedro,Sanchez,el cielo,5,15,1.23,1.96,29.4,san cristobal,618
marzo,1125,martes,7,Samantha,Sanchez,el cielo,6,61,0.65,4.25,259.25,valencia,618
marzo,3168,miercoles,22,Samantha,Torres,el cielo,6,99,0.65,4.25,420.75,caracas,618
marzo,1656,jueves,30,Andrea,Perez,el cielo,6,51,0.65,4.25,216.75,caracas,618
febrero,9178,viernes,4,Isabella,Lopez,el cielo,2,49,0.83,3.38,165.62,cucuta,619
febrero,1876,viernes,20,Lucas,Lopez,el cielo,1,53,0.87,4.34,230.02,san cristobal,619
febrero,9178,viernes,26,Isabella,Lopez,el cielo,5,56,1.23,1.96,109.76,caracas,619
enero,2519,martes,27,Mia,Perez,el cielo,2,78,0.83,3.38,263.64,caracas,680
enero,1589,jueves,6,Andrea,Martinez,el cielo,3,2,1.69,4.74,9.48,san cristobal,680
marzo,9178,martes,8,Isabella,Lopez,el cielo,3,61,1.69,4.74,289.14,caracas,618
enero,8697,martes,15,Sofía,Lopez,el cielo,7,71,0.52,4.78,339.38,san cristobal,680
marzo,7819,jueves,6,Mia,Sanchez,el cielo,1,49,0.87,4.34,212.66,valencia,618
marzo,1656,sabado,11,Andrea,Perez,el cielo,5,26,1.23,1.96,50.96,san cristobal,618
marzo,4530,viernes,9,Sofía,Rodriguez,el cielo,1,21,0.87,4.34,91.14,caracas,618
marzo,3289,lunes,4,Pedro,Martinez,el cielo,0,50,1.25,3.24,162.0,valencia,618
enero,4574,miercoles,8,Sofía,Perez,el cielo,2,64,0.83,3.38,216.32,san cristobal,680
febrero,8376,martes,13,Samantha,Gonzalez,el cielo,3,85,1.69,4.74,402.9,valencia,619
febrero,4309,martes,3,Valentina,Torres,la esperanza,3,23,1.69,4.74,109.02,cucuta,585
enero,4521,viernes,1,Isabella,Sanchez,la esperanza,6,87,0.65,4.25,369.75,valencia,796
marzo,8452,sabado,30,Mia,Torres,la esperanza,0,95,1.25,3.24,307.8,san cristobal,597
enero,8376,miercoles,8,Samantha,Gonzalez,la esperanza,6,77,0.65,4.25,327.25,san cristobal,796
marzo,9512,miercoles,17,Samantha,Martinez,la esperanza,5,75,1.23,1.96,147.0,valencia,597
marzo,1469,jueves,28,Juan,Rodriguez,la esperanza,4,33,1.8,4.88,161.04,caracas,597
marzo,5496,sabado,16,Juan,Perez,la esperanza,3,54,1.69,4.74,255.96,san cristobal,597
febrero,8240,sabado,26,Juan,Gonzalez,la esperanza,3,79,1.69,4.74,374.46,san cristobal,585
enero,5496,lunes,13,Juan,Perez,la esperanza,2,2,0.83,3.38,6.76,cucuta,796
marzo,8517,martes,14,Mia,Soto,la esperanza,2,7,0.83,3.38,23.66,valencia,597
febrero,9184,martes,16,Isabella,Torres,la esperanza,6,47,0.65,4.25,199.75,caracas,585
marzo,6025,sabado,26,Samantha,Garcia,la esperanza,6,72,0.65,4.25,306.0,caracas,597
febrero,4053,jueves,12,Isabella,Martinez,la esperanza,6,64,0.65,4.25,272.0,caracas,585
enero,9771,martes,13,Valentina,Martinez,la esperanza,2,86,0.83,3.38,290.68,cucuta,796
marzo,2608,jueves,23,Valentina,Gonzalez,la esperanza,2,32,0.83,3.38,108.16,caracas,597
marzo,9731,martes,24,Andrea,Gonzalez,la esperanza,5,31,1.23,1.96,60.76,caracas,597
enero,3307,jueves,22,Mia,Gonzalez,la esperanza,6,1,0.65,4.25,4.25,san cristobal,796
marzo,9499,miercoles,11,Isabella,Rodriguez,la esperanza,4,86,1.8,4.88,419.68,cucuta,597
enero,7522,domingo,19,Samantha,Soto,la esperanza,3,35,1.69,4.74,165.9,cucuta,796
enero,5774,sabado,21,Mia,Rodriguez,la esperanza,6,19,0.65,4.25,80.75,valencia,796
marzo,9178,viernes,26,Isabella,Lopez,la esperanza,7,1,0.52,4.78,4.78,caracas,597
enero,8343,martes,15,Lucas,Rodriguez,la esperanza,4,19,1.8,4.88,92.72,cucuta,796
enero,1244,martes,10,Valentina,Garcia,la esperanza,0,99,1.25,3.24,320.76,cucuta,796
enero,4480,sabado,14,Juan,Sanchez,la esperanza,1,48,0.87,4.34,208.32,cucuta,796
febrero,3633,martes,7,Pedro,Rodriguez,la esperanza,4,63,1.8,4.88,307.44,caracas,585
enero,2519,viernes,7,Mia,Perez,la esperanza,5,65,1.23,1.96,127.4,caracas,796
enero,7805,jueves,11,Valentina,Soto,la esperanza,1,59,0.87,4.34,256.06,caracas,796
febrero,8083,domingo,13,Samantha,Rodriguez,la esperanza,5,81,1.23,1.96,158.76,san cristobal,585
marzo,8980,martes,26,Valentina,Lopez,la esperanza,7,53,0.52,4.78,253.34,valencia,597
enero,7751,jueves,24,Mia,Garcia,la esperanza,0,86,1.25,3.24,278.64,valencia,796
marzo,4179,jueves,16,Valentina,Jimenez,la esperanza,4,14,1.8,4.88,68.32,caracas,597
febrero,9731,lunes,11,Andrea,Gonzalez,la esperanza,7,86,0.52,4.78,411.08,cucuta,585
enero,7401,miercoles,29,Lucas,Sanchez,la esperanza,4,20,1.8,4.88,97.6,san cristobal,796
enero,7618,martes,23,Pedro,Soto,la esperanza,4,42,1.8,4.88,204.96,san cristobal,796
febrero,2608,viernes,1,Valentina,Gonzalez,la esperanza,2,21,0.83,3.38,70.98,cucuta,585
febrero,1469,sabado,3,Juan,Rodriguez,la esperanza,5,18,1.23,1.96,35.28,caracas,585
marzo,1645,martes,20,Juan,Garcia,la esperanza,1,31,0.87,4.34,134.54,caracas,597
enero,2011,miercoles,28,Miguel,Sanchez,la esperanza,3,83,1.69,4.74,393.42,cucuta,796
enero,8697,lunes,18,Sofía,Lopez,la esperanza,5,70,1.23,1.96,137.2,valencia,796
enero,8083,viernes,21,Samantha,Rodriguez,la esperanza,1,76,0.87,4.34,329.84,san cristobal,796
febrero,1244,domingo,1,Valentina,Garcia,la esperanza,4,38,1.8,4.88,185.44,valencia,585
febrero,8326,miercoles,25,Sofía,Garcia,la esperanza,5,44,1.23,1.96,86.24,valencia,585
enero,1589,domingo,2,Andrea,Martinez,la esperanza,6,65,0.65,4.25,276.25,san cristobal,796
marzo,7751,sabado,4,Mia,Garcia,la esperanza,4,58,1.8,4.88,283.04,cucuta,597
febrero,5815,lunes,11,Lucas,Soto,la esperanza,6,4,0.65,4.25,17.0,caracas,585
enero,1244,martes,22,Valentina,Garcia,la esperanza,6,99,0.65,4.25,420.75,cucuta,796
marzo,9728,jueves,8,Juan,Jimenez,la esperanza,4,50,1.8,4.88,244.0,san cristobal,597
febrero,8472,domingo,20,Andrea,Torres,la esperanza,0,63,1.25,3.24,204.12,valencia,585
febrero,7067,sabado,22,Pedro,Torres,la esperanza,7,75,0.52,4.78,358.5,caracas,585
febrero,2608,domingo,12,Valentina,Gonzalez,la esperanza,3,74,1.69,4.74,350.76,cucuta,585
marzo,9178,miercoles,6,Isabella,Lopez,el milagro,5,86,1.23,1.96,168.56,cucuta,559
enero,7751,lunes,1,Mia,Garcia,el milagro,4,71,1.8,4.88,346.48,caracas,697
marzo,4712,sabado,5,Pedro,Gonzalez,el milagro,5,24,1.23,1.96,47.04,valencia,559
enero,7328,martes,17,Juan,Soto,el milagro,0,46,1.25,3.24,149.04,valencia,697
enero,7618,sabado,7,Pedro,Soto,el milagro,2,67,0.83,3.38,226.46,cucuta,697
enero,6737,viernes,6,Miguel,Lopez,el milagro,4,84,1.8,4.88,409.92,san cristobal,697
marzo,1067,lunes,8,Lucas,Garcia,el milagro,0,43,1.25,3.24,139.32,caracas,559
febrero,1876,sabado,18,Lucas,Lopez,el milagro,4,54,1.8,4.88,263.52,san cristobal,553
marzo,8343,martes,25,Lucas,Rodriguez,el milagro,1,55,0.87,4.34,238.7,caracas,559
marzo,8376,miercoles,19,Samantha,Gonzalez,el milagro,1,71,0.87,4.34,308.14,cucuta,559
febrero,1788,miercoles,25,Miguel,Torres,el milagro,4,35,1.8,4.88,170.8,caracas,553
marzo,4480,miercoles,30,Juan,Sanchez,el milagro,3,11,1.69,4.74,52.14,san cristobal,559
febrero,4480,viernes,18,Juan,Sanchez,el milagro,4,37,1.8,4.88,180.56,valencia,553
marzo,1886,jueves,22,Juan,Lopez,el milagro,3,44,1.69,4.74,208.56,valencia,559
marzo,1757,miercoles,19,Miguel,Martinez,el milagro,0,66,1.25,3.24,213.84,san cristobal,559
febrero,7118,jueves,12,Pedro,Perez,el milagro,4,93,1.8,4.88,453.84,valencia,553
marzo,5496,lunes,15,Juan,Perez,el milagro,2,81,0.83,3.38,273.78,valencia,559
enero,1589,martes,21,Andrea,Martinez,el milagro,0,22,1.25,3.24,71.28,valencia,697
marzo,7305,miercoles,2,Miguel,Garcia,el milagro,0,96,1.25,3.24,311.04,san cristobal,559
febrero,7522,martes,10,Samantha,Soto,el milagro,4,95,1.8,4.88,463.6,caracas,553
febrero,9731,jueves,10,Andrea,Gonzalez,el milagro,4,98,1.8,4.88,478.24,valencia,553
febrero,1656,jueves,14,Andrea,Perez,el milagro,0,48,1.25,3.24,155.52,caracas,553
febrero,7805,sabado,11,Valentina,Soto,el milagro,3,21,1.69,4.74,99.54,san cristobal,553
marzo,1757,domingo,4,Miguel,Martinez,el milagro,6,26,0.65,4.25,110.5,san cristobal,559
febrero,7067,jueves,10,Pedro,Torres,el milagro,6,32,0.65,4.25,136.0,cucuta,553
enero,9184,martes,28,Isabella,Torres,el milagro,1,84,0.87,4.34,364.56,caracas,697
febrero,8778,domingo,28,Samantha,Perez,el milagro,5,63,1.23,1.96,123.48,san cristobal,553
enero,9619,jueves,6,Miguel,Jimenez,el milagro,7,49,0.52,4.78,234.22,caracas,697
enero,1244,miercoles,1,Valentina,Garcia,el milagro,4,44,1.8,4.88,214.72,cucuta,697
enero,1645,domingo,20,Juan,Garcia,el milagro,1,18,0.87,4.34,78.12,valencia,697
enero,8377,lunes,27,Mia,Jimenez,el milagro,5,50,1.23,1.96,98.0,san cristobal,697
enero,4712,miercoles,4,Pedro,Gonzalez,el milagro,6,65,0.65,4.25,276.25,caracas,697
febrero,1879,viernes,12,Pedro,Garcia,el milagro,2,23,0.83,3.38,77.74,caracas,553
febrero,2678,lunes,7,Andrea,Sanchez,el milagro,1,48,0.87,4.34,208.32,cucuta,553
febrero,1887,sabado,19,Pedro,Lopez,el milagro,2,33,0.83,3.38,111.54,caracas,553
marzo,2608,domingo,8,Valentina,Gonzalez,el milagro,0,7,1.25,3.24,22.68,san cristobal,559
enero,3635,sabado,27,Juan,Martinez,el milagro,1,79,0.87,4.34,342.86,san cristobal,697
febrero,8343,viernes,23,Lucas,Rodriguez,el milagro,6,66,0.65,4.25,280.5,san cristobal,553
enero,6025,sabado,19,Samantha,Garcia,el milagro,6,1,0.65,4.25,4.25,valencia,697
marzo,7305,viernes,9,Miguel,Garcia,el milagro,7,17,0.52,4.78,81.26,caracas,559
enero,6715,lunes,14,Lucas,Perez,el milagro,1,8,0.87,4.34,34.72,cucuta,697
enero,7751,miercoles,13,Mia,Garcia,el milagro,0,14,1.25,3.24,45.36,valencia,697
marzo,8697,martes,10,Sofía,Lopez,el milagro,6,52,0.65,4.25,221.0,cucuta,559
enero,9619,jueves,25,Miguel,Jimenez,el milagro,3,81,1.69,4.74,383.94,valencia,697
enero,1378,domingo,17,Andrea,Rodriguez,el milagro,5,74,1.23,1.96,145.04,valencia,697
marzo,2608,sabado,16,Valentina,Gonzalez,el milagro,5,14,1.23,1.96,27.44,valencia,559
marzo,5774,viernes,9,Mia,Rodriguez,el milagro,4,2,1.8,4.88,9.76,caracas,559
febrero,1125,lunes,18,Samantha,Sanchez,el milagro,7,96,0.52,4.78,458.88,cucuta,553
marzo,6270,viernes,1,Sofía,Sanchez,el milagro,0,21,1.25,3.24,68.04,caracas,559
febrero,6091,sabado,15,Samantha,Jimenez,el milagro,3,71,1.69,4.74,336.54,valencia,553
febrero,4530,viernes,5,Sofía,Rodriguez,la alegria,4,74,1.8,4.88,361.12,cucuta,782
enero,1886,miercoles,10,Juan,Lopez,la alegria,0,100,1.25,3.24,324.0,san cristobal,515
marzo,7118,lunes,1,Pedro,Perez,la alegria,1,49,0.87,4.34,212.66,cucuta,535
enero,8343,jueves,26,Lucas,Rodriguez,la alegria,2,34,0.83,3.38,114.92,cucuta,515
enero,6630,miercoles,16,Mia,Martinez,la alegria,3,67,1.69,4.74,317.58,caracas,515
febrero,8182,domingo,14,Juan,Torres,la alegria,0,16,1.25,3.24,51.84,valencia,782
marzo,1378,lunes,28,Andrea,Rodriguez,la alegria,1,99,0.87,4.34,429.66,cucuta,535
enero,1067,jueves,24,Lucas,Garcia,la alegria,4,90,1.8,4.88,439.2,cucuta,515
marzo,9401,viernes,18,Sofía,Soto,la alegria,2,35,0.83,3.38,118.3,caracas,535
febrero,7167,domingo,13,Isabella,Gonzalez,la alegria,2,62,0.83,3.38,209.56,valencia,782
febrero,1757,martes,27,Miguel,Martinez,la alegria,1,49,0.87,4.34,212.66,san cristobal,782
enero,4309,viernes,7,Valentina,Torres,la alegria,2,92,0.83,3.38,310.96,cucuta,515
enero,1887,jueves,9,Pedro,Lopez,la alegria,7,59,0.52,4.78,282.02,caracas,515
marzo,1928,lunes,16,Lucas,Gonzalez,la alegria,3,5,1.69,4.74,23.7,cucuta,535
marzo,9619,viernes,10,Miguel,Jimenez,la alegria,0,64,1.25,3.24,207.36,san cristobal,535
febrero,9731,martes,20,Andrea,Gonzalez,la alegria,2,82,0.83,3.38,277.16,cucuta,782
marzo,7805,sabado,28,Valentina,Soto,la alegria,1,66,0.87,4.34,286.44,cucuta,535
enero,4179,sabado,3,Valentina,Jimenez,la alegria,1,28,0.87,4.34,121.52,valencia,515
enero,9499,domingo,21,Isabella,Rodriguez,la alegria,3,78,1.69,4.74,369.72,valencia,515
febrero,8376,sabado,13,Samantha,Gonzalez,la alegria,3,44,1.69,4.74,208.56,cucuta,782
marzo,1876,martes,3,Lucas,Lopez,la alegria,6,65,0.65,4.25,276.25,san cristobal,535
enero,4053,lunes,5,Isabella,Martinez,la alegria,6,94,0.65,4.25,399.5,caracas,515
marzo,8517,domingo,15,Mia,Soto,la alegria,6,69,0.65,4.25,293.25,san cristobal,535
enero,3635,domingo,2,Juan,Martinez,la alegria,3,79,1.69,4.74,374.46,caracas,515
marzo,8240,jueves,10,Juan,Gonzalez,la alegria,5,33,1.23,1.96,64.68,san cristobal,535
marzo,4574,viernes,4,Sofía,Perez,la alegria,4,61,1.8,4.88,297.68,caracas,535
febrero,4179,viernes,22,Valentina,Jimenez,la alegria,0,23,1.25,3.24,74.52,san cristobal,782
febrero,4480,martes,21,Juan,Sanchez,la alegria,4,81,1.8,4.88,395.28,san cristobal,782
enero,8182,sabado,11,Juan,Torres,la alegria,4,9,1.8,4.88,43.92,valencia,515
enero,1886,domingo,21,Juan,Lopez,la alegria,2,58,0.83,3.38,196.04,san cristobal,515
marzo,4480,sabado,15,Juan,Sanchez,la alegria,5,10,1.23,1.96,19.6,san cristobal,535
marzo,6136,jueves,28,Andrea,Soto,la alegria,4,45,1.8,4.88,219.6,san cristobal,535
marzo,9731,sabado,27,Andrea,Gonzalez,la alegria,2,54,0.83,3.38,182.52,valencia,535
febrero,8343,domingo,13,Lucas,Rodriguez,la alegria,7,51,0.52,4.78,243.78,san cristobal,782
marzo,2531,domingo,29,Lucas,Torres,la alegria,5,45,1.23,1.96,88.2,cucuta,535
marzo,3307,miercoles,28,Mia,Gonzalez,la alegria,5,14,1.23,1.96,27.44,caracas,535
febrero,6047,miercoles,17,Valentina,Perez,la alegria,3,75,1.69,4.74,355.5,valencia,782
febrero,8778,jueves,7,Samantha,Perez,la alegria,2,88,0.83,3.38,297.44,caracas,782
febrero,8452,sabado,23,Mia,Torres,la alegria,4,52,1.8,4.88,253.76,caracas,782
febrero,2977,sabado,16,Valentina,Rodriguez,la alegria,4,74,1.8,4.88,361.12,caracas,782
febrero,1928,viernes,26,Lucas,Gonzalez,la alegria,0,26,1.25,3.24,84.24,caracas,782
enero,1928,martes,28,Lucas,Gonzalez,la alegria,4,54,1.8,4.88,263.52,caracas,515
enero,6025,domingo,18,Samantha,Garcia,la alegria,3,98,1.69,4.74,464.52,san cristobal,515
febrero,4574,martes,13,Sofía,Perez,la alegria,1,3,0.87,4.34,13.02,san cristobal,782
marzo,1161,viernes,17,Isabella,Perez,la alegria,2,55,0.83,3.38,185.9,san cristobal,535
febrero,5368,martes,23,Miguel,Gonzalez,la alegria,3,37,1.69,4.74,175.38,san cristobal,782
enero,8778,miercoles,6,Samantha,Perez,la alegria,6,57,0.65,4.25,242.25,caracas,515
enero,1886,sabado,27,Juan,Lopez,la alegria,4,93,1.8,4.88,453.84,cucuta,515
febrero,7328,viernes,6,Juan,Soto,la alegria,0,51,1.25,3.24,165.24,cucuta,782
febrero,1876,jueves,2,Lucas,Lopez,la alegria,1,3,0.87,4.34,13.02,valencia,782
enero,9619,miercoles,7,Miguel,Jimenez,el amor,7,3,0.52,4.78,14.34,cucuta,699
febrero,4309,jueves,13,Valentina,Torres,el amor,1,37,0.87,4.34,160.58,caracas,729
febrero,6025,domingo,5,Samantha,Garcia,el amor,3,3,1.69,4.74,14.22,caracas,729
febrero,7305,sabado,21,Miguel,Garcia,el amor,7,46,0.52,4.78,219.88,caracas,729
marzo,1244,lunes,8,Valentina,Garcia,el amor,4,99,1.8,4.88,483.12,cucuta,695
febrero,2962,viernes,4,Andrea,Garcia,el amor,2,74,0.83,3.38,250.12,cucuta,729
enero,2977,lunes,8,Valentina,Rodriguez,el amor,3,64,1.69,4.74,303.36,san cristobal,699
marzo,8452,jueves,2,Mia,Torres,el amor,2,23,0.83,3.38,77.74,caracas,695
enero,1879,lunes,6,Pedro,Garcia,el amor,7,42,0.52,4.78,200.76,caracas,699
febrero,6270,viernes,13,Sofía,Sanchez,el amor,3,10,1.69,4.74,47.4,caracas,729
marzo,4516,viernes,14,Samantha,Lopez,el amor,4,30,1.8,4.88,146.4,valencia,695
marzo,6737,sabado,1,Miguel,Lopez,el amor,2,45,0.83,3.38,152.1,san cristobal,695
enero,3633,domingo,16,Pedro,Rodriguez,el amor,6,26,0.65,4.25,110.5,cucuta,699
enero,1125,viernes,29,Samantha,Sanchez,el amor,6,78,0.65,4.25,331.5,san cristobal,699
enero,1757,domingo,8,Miguel,Martinez,el amor,3,36,1.69,4.74,170.64,caracas,699
marzo,8377,domingo,7,Mia,Jimenez,el amor,7,89,0.52,4.78,425.42,valencia,695
marzo,2650,miercoles,2,Andrea,Jimenez,el amor,5,3,1.23,1.96,5.88,cucuta,695
marzo,8376,martes,19,Samantha,Gonzalez,el amor,5,81,1.23,1.96,158.76,valencia,695
enero,9771,jueves,23,Valentina,Martinez,el amor,4,37,1.8,4.88,180.56,san cristobal,699
enero,6023,lunes,9,Lucas,Martinez,el amor,7,93,0.52,4.78,444.54,cucuta,699
marzo,1879,jueves,11,Pedro,Garcia,el amor,2,46,0.83,3.38,155.48,caracas,695
febrero,7618,martes,15,Pedro,Soto,el amor,4,21,1.8,4.88,102.48,caracas,729
enero,1161,sabado,10,Isabella,Perez,el amor,7,85,0.52,4.78,406.3,cucuta,699
enero,1788,martes,23,Miguel,Torres,el amor,0,85,1.25,3.24,275.4,san cristobal,699
enero,2519,jueves,11,Mia,Perez,el amor,5,68,1.23,1.96,133.28,cucuta,699
febrero,1953,martes,26,Isabella,Jimenez,el amor,6,100,0.65,4.25,425.0,san cristobal,729
febrero,1886,miercoles,11,Juan,Lopez,el amor,3,95,1.69,4.74,450.3,san cristobal,729
marzo,2608,domingo,24,Valentina,Gonzalez,el amor,5,23,1.23,1.96,45.08,san cristobal,695
enero,2011,jueves,1,Miguel,Sanchez,el amor,7,51,0.52,4.78,243.78,cucuta,699
enero,2519,viernes,18,Mia,Perez,el amor,2,64,0.83,3.38,216.32,cucuta,699
enero,3635,miercoles,18,Juan,Martinez,el amor,3,36,1.69,4.74,170.64,caracas,699
febrero,7167,miercoles,6,Isabella,Gonzalez,el amor,7,73,0.52,4.78,348.94,valencia,729
enero,9731,martes,19,Andrea,Gonzalez,el amor,1,82,0.87,4.34,355.88,cucuta,699
febrero,7522,martes,10,Samantha,Soto,el amor,0,10,1.25,3.24,32.4,cucuta,729
enero,9728,martes,16,Juan,Jimenez,el amor,4,65,1.8,4.88,317.2,caracas,699
febrero,1879,sabado,2,Pedro,Garcia,el amor,0,45,1.25,3.24,145.8,valencia,729
enero,1469,viernes,30,Juan,Rodriguez,el amor,7,5,0.52,4.78,23.9,cucuta,699
marzo,9728,martes,25,Juan,Jimenez,el amor,4,30,1.8,4.88,146.4,valencia,695
enero,6047,martes,8,Valentina,Perez,el amor,2,68,0.83,3.38,229.84,caracas,699
enero,4530,sabado,17,Sofía,Rodriguez,el amor,0,43,1.25,3.24,139.32,cucuta,699
enero,8778,domingo,16,Samantha,Perez,el amor,4,86,1.8,4.88,419.68,san cristobal,699
enero,8023,domingo,16,Valentina,Sanchez,el amor,7,29,0.52,4.78,138.62,cucuta,699
marzo,1879,lunes,13,Pedro,Garcia,el amor,5,24,1.23,1.96,47.04,cucuta,695
febrero,8182,lunes,13,Juan,Torres,el amor,7,71,0.52,4.78,339.38,cucuta,729
enero,8980,miercoles,7,Valentina,Lopez,el amor,0,66,1.25,3.24,213.84,cucuta,699
enero,7211,viernes,3,Sofía,Torres,el amor,7,48,0.52,4.78,229.44,san cristobal,699
marzo,7401,jueves,27,Lucas,Sanchez,el amor,0,4,1.25,3.24,12.96,valencia,695
febrero,8182,lunes,23,Juan,Torres,el amor,2,96,0.83,3.38,324.48,cucuta,729
febrero,7211,sabado,14,Sofía,Torres,el amor,1,2,0.87,4.34,8.68,valencia,729
enero,1645,sabado,15,Juan,Garcia,el amor,0,94,1.25,3.24,304.56,san cristobal,699
febrero,6843,miercoles,21,Andrea,Lopez,el oasis,6,23,0.65,4.25,97.75,san cristobal,659
enero,8083,martes,30,Samantha,Rodriguez,el oasis,5,27,1.23,1.96,52.92,san cristobal,585
marzo,7618,lunes,21,Pedro,Soto,el oasis,1,52,0.87,4.34,225.68,caracas,794
febrero,1876,martes,1,Lucas,Lopez,el oasis,7,47,0.52,4.78,224.66,san cristobal,659
marzo,9731,lunes,20,Andrea,Gonzalez,el oasis,2,40,0.83,3.38,135.2,caracas,794
febrero,6737,sabado,1,Miguel,Lopez,el oasis,3,99,1.69,4.74,469.26,cucuta,659
marzo,2743,viernes,9,Miguel,Perez,el oasis,3,100,1.69,4.74,474.0,valencia,794
febrero,1757,sabado,16,Miguel,Martinez,el oasis,2,57,0.83,3.38,192.66,san cristobal,659
marzo,7955,domingo,13,Pedro,Sanchez,el oasis,7,47,0.52,4.78,224.66,caracas,794
marzo,8182,lunes,13,Juan,Torres,el oasis,6,72,0.65,4.25,306.0,san cristobal,794
febrero,1953,lunes,5,Isabella,Jimenez,el oasis,7,58,0.52,4.78,277.24,san cristobal,659
febrero,2650,viernes,12,Andrea,Jimenez,el oasis,4,24,1.8,4.88,117.12,valencia,659
febrero,6737,lunes,18,Miguel,Lopez,el oasis,4,61,1.8,4.88,297.68,caracas,659
enero,7242,martes,26,Lucas,Jimenez,el oasis,3,20,1.69,4.74,94.8,san cristobal,585
febrero,2519,jueves,20,Mia,Perez,el oasis,4,74,1.8,4.88,361.12,cucuta,659
enero,4480,viernes,14,Juan,Sanchez,el oasis,0,53,1.25,3.24,171.72,valencia,585
febrero,7751,domingo,2,Mia,Garcia,el oasis,6,6,0.65,4.25,25.5,cucuta,659
enero,1161,lunes,10,Isabella,Perez,el oasis,5,81,1.23,1.96,158.76,valencia,585
febrero,6843,viernes,21,Andrea,Lopez,el oasis,6,19,0.65,4.25,80.75,valencia,659
febrero,6047,jueves,6,Valentina,Perez,el oasis,0,86,1.25,3.24,278.64,valencia,659
enero,8517,jueves,1,Mia,Soto,el oasis,5,42,1.23,1.96,82.32,san cristobal,585
febrero,4480,jueves,24,Juan,Sanchez,el oasis,7,52,0.52,4.78,248.56,valencia,659
marzo,3633,lunes,28,Pedro,Rodriguez,el oasis,5,20,1.23,1.96,39.2,cucuta,794
enero,1879,domingo,15,Pedro,Garcia,el oasis,4,44,1.8,4.88,214.72,valencia,585
febrero,8377,lunes,23,Mia,Jimenez,el oasis,6,44,0.65,4.25,187.0,caracas,659
febrero,9499,domingo,12,Isabella,Rodriguez,el oasis,2,46,0.83,3.38,155.48,valencia,659
febrero,1876,martes,24,Lucas,Lopez,el oasis,4,32,1.8,4.88,156.16,cucuta,659
febrero,5496,lunes,20,Juan,Perez,el oasis,5,41,1.23,1.96,80.36,caracas,659
enero,5496,viernes,10,Juan,Perez,el oasis,3,58,1.69,4.74,274.92,cucuta,585
marzo,2608,miercoles,18,Valentina,Gonzalez,el oasis,4,50,1.8,4.88,244.0,san cristobal,794
marzo,2519,martes,10,Mia,Perez,el oasis,3,36,1.69,4.74,170.64,cucuta,794
enero,5774,domingo,7,Mia,Rodriguez,el oasis,2,90,0.83,3.38,304.2,caracas,585
marzo,1244,miercoles,14,Valentina,Garcia,el oasis,1,15,0.87,4.34,65.1,cucuta,794
febrero,6737,lunes,16,Miguel,Lopez,el oasis,4,29,1.8,4.88,141.52,caracas,659
enero,1735,sabado,17,Miguel,Soto,el oasis,7,12,0.52,4.78,57.36,valencia,585
marzo,8377,domingo,3,Mia,Jimenez,el oasis,2,89,0.83,3.38,300.82,caracas,794
enero,8326,domingo,15,Sofía,Garcia,el oasis,2,65,0.83,3.38,219.7,valencia,585
enero,9178,sabado,25,Isabella,Lopez,el oasis,6,3,0.65,4.25,12.75,cucuta,585
marzo,1067,viernes,10,Lucas,Garcia,el oasis,1,86,0.87,4.34,373.24,valencia,794
enero,1879,domingo,5,Pedro,Garcia,el oasis,3,83,1.69,4.74,393.42,cucuta,585
febrero,2531,viernes,13,Lucas,Torres,el oasis,2,79,0.83,3.38,267.02,caracas,659
enero,9178,jueves,26,Isabella,Lopez,el oasis,5,22,1.23,1.96,43.12,cucuta,585
marzo,7171,domingo,27,Sofía,Martinez,el oasis,7,6,0.52,4.78,28.68,caracas,794
febrero,5496,domingo,7,Juan,Perez,el oasis,2,43,0.83,3.38,145.34,san cristobal,659
marzo,4053,lunes,8,Isabella,Martinez,el oasis,4,66,1.8,4.88,322.08,valencia,794
enero,3289,lunes,21,Pedro,Martinez,el oasis,6,91,0.65,4.25,386.75,valencia,585
marzo,4309,domingo,3,Valentina,Torres,el oasis,4,6,1.8,4.88,29.28,caracas,794
enero,7067,lunes,1,Pedro,Torres,el oasis,3,75,1.69,4.74,355.5,cucuta,585
enero,7211,viernes,20,Sofía,Torres,el oasis,5,32,1.23,1.96,62.72,cucuta,585
